KODE,NAMA PROVINSI,BAHASA INDONESIA,BAHASA INGGRIS,MATEMATIKA,FISIKA,KIMIA,BIOLOGI,RERATA NILAI,Tahun,Status
12,LAMPUNG,-6.180000000000007,-13.43,-14.239999999999995,-7.060000000000002,-3.0,-14.07,-8.189999999999998,2015-2019,S
13,KALIMANTAN BARAT,-6.200000000000003,-13.759999999999998,-13.700000000000003,-7.850000000000001,-6.590000000000003,-5.68,-7.700000000000003,2015-2019,S
14,KALIMANTAN TENGAH,-6.650000000000006,-3.8000000000000043,0.6300000000000026,3.3399999999999963,3.3500000000000014,3.0900000000000034,2.030000000000001,2015-2019,S
15,KALIMANTAN SELATAN,1.9599999999999937,-12.100000000000001,-24.089999999999996,-21.03,0.3500000000000014,-1.2100000000000009,-7.259999999999998,2015-2019,S
16,KALIMANTAN TIMUR,1.1599999999999966,-5.899999999999999,-7.859999999999999,-2.4399999999999977,3.1700000000000017,1.9600000000000009,-0.5999999999999943,2015-2019,S
17,SULAWESI UTARA,-7.86999999999999,-20.009999999999998,-26.509999999999998,-25.760000000000005,-13.869999999999997,-15.240000000000002,-16.659999999999997,2015-2019,S
18,SULAWESI TENGAH,-0.5399999999999991,-8.93,-5.039999999999999,-5.410000000000004,17.049999999999997,2.1200000000000045,-0.00999999999999801,2015-2019,S
19,SULAWESI SELATAN,-12.819999999999993,-21.630000000000003,-31.21,-35.62,-0.3499999999999943,-31.309999999999995,-22.419999999999995,2015-2019,S
20,SULAWESI TENGGARA,-9.090000000000003,-23.1,-32.97,-29.900000000000006,-15.14,-20.78,-20.380000000000003,2015-2019,S
21,MALUKU,-9.730000000000004,-12.14,-12.75,-11.590000000000003,-8.799999999999997,-5.480000000000004,-8.850000000000001,2015-2019,S
22,BALI,-5.569999999999993,-23.85,-37.300000000000004,-36.919999999999995,-26.810000000000002,-28.35000000000001,-24.21,2015-2019,S
23,NUSA TENGGARA BARAT,-3.4200000000000017,-7.100000000000001,-13.149999999999995,-10.019999999999996,1.3500000000000014,2.8200000000000003,-3.8299999999999983,2015-2019,S
24,NUSA TENGGARA TIMUR,-0.7099999999999937,-4.719999999999999,0.8900000000000006,0.3100000000000023,10.269999999999996,7.789999999999999,3.6700000000000017,2015-2019,S
25,PAPUA,-7.490000000000002,-4.109999999999999,-5.129999999999999,-0.04999999999999716,-1.8900000000000006,1.730000000000004,-1.75,2015-2019,S
26,BENGKULU,-3.0999999999999943,-11.71,2.3999999999999986,-11.290000000000006,2.240000000000002,-11.07,-4.359999999999999,2015-2019,S
27,MALUKU UTARA,-11.269999999999996,-12.489999999999995,-18.07,-10.280000000000001,-12.740000000000002,-7.649999999999999,-11.04,2015-2019,S
28,BANGKA BELITUNG,-1.5900000000000034,-0.7299999999999969,6.809999999999999,10.649999999999999,14.780000000000001,8.630000000000003,7.43,2015-2019,S
29,GORONTALO,-1.9500000000000028,-17.18,-10.060000000000002,-11.280000000000001,3.8100000000000023,-13.629999999999995,-6.82,2015-2019,S
30,BANTEN,-4.219999999999999,-6.439999999999998,-11.32,-5.020000000000003,-1.0499999999999972,-7.160000000000004,-5.57,2015-2019,S
31,KEPULAUAN RIAU,0.10999999999999943,4.159999999999997,5.190000000000005,5.760000000000005,7.519999999999996,0.44999999999999574,5.049999999999997,2015-2019,S
32,SULAWESI BARAT,-3.969999999999999,-8.479999999999997,-8.25,-3.450000000000003,2.1700000000000017,-0.6700000000000017,-2.8400000000000034,2015-2019,S
33,PAPUA BARAT,-13.159999999999997,-11.18,-21.93,-11.259999999999998,-11.259999999999998,-14.71,-14.07,2015-2019,S
34,KALIMANTAN UTARA,-1.3599999999999994,-4.600000000000001,2.469999999999999,4.2500000000000036,7.100000000000001,10.82,5.380000000000003,2015-2019,S
1,DKI JAKARTA,6.609999999999999,3.8599999999999994,-5.480000000000004,-1.1300000000000026,-2.019999999999996,-7.480000000000004,0.6699999999999946,2016-2017,S
2,JAWA BARAT,2.9099999999999966,-2.509999999999998,-15.240000000000002,-4.289999999999999,-5.289999999999999,-10.280000000000001,-5.020000000000003,2016-2017,S
3,JAWA TENGAH,4.290000000000006,-3.239999999999995,-8.82,1.8900000000000006,3.9399999999999977,-7.410000000000004,-0.9499999999999957,2016-2017,S
4,DI YOGYAKARTA,6.159999999999997,5.460000000000001,0.8299999999999983,9.519999999999996,6.899999999999999,1.6700000000000017,7.159999999999997,2016-2017,S
5,JAWA TIMUR,2.6200000000000045,-10.410000000000004,-16.14,-5.549999999999997,-2.1899999999999977,-13.450000000000003,-7.07,2016-2017,S
6,ACEH,1.3900000000000006,-10.629999999999995,-13.769999999999996,-17.21,-6.329999999999998,-15.559999999999995,-8.43,2016-2017,S
7,SUMATERA UTARA,-3.299999999999997,-9.030000000000008,-12.090000000000003,-18.230000000000004,-23.17,-14.590000000000003,-12.759999999999998,2016-2017,S
8,SUMATERA BARAT,4.350000000000001,0.6299999999999955,-7.079999999999998,-12.229999999999997,-9.959999999999994,-2.2900000000000063,-3.0400000000000063,2016-2017,S
9,RIAU,3.0600000000000023,-2.809999999999995,-8.729999999999997,-6.019999999999996,-1.4699999999999989,-9.39,-3.3000000000000043,2016-2017,S
10,JAMBI,3.8000000000000043,4.350000000000001,2.809999999999995,14.14,6.609999999999999,-4.170000000000002,5.1399999999999935,2016-2017,S
11,SUMATERA SELATAN,1.2800000000000011,-8.189999999999998,-14.619999999999997,-5.880000000000003,3.0600000000000023,-10.160000000000004,-5.1200000000000045,2016-2017,S
12,LAMPUNG,2.299999999999997,-7.719999999999999,-14.200000000000003,-10.559999999999995,-2.700000000000003,-12.950000000000003,-6.039999999999999,2016-2017,S
13,KALIMANTAN BARAT,2.3499999999999943,-7.229999999999997,-12.340000000000003,-9.309999999999995,-6.220000000000006,-12.04,-6.270000000000003,2016-2017,S
14,KALIMANTAN TENGAH,2.779999999999994,-1.8500000000000014,-2.41,-0.6000000000000014,-1.0500000000000043,-1.3299999999999983,3.020000000000003,2016-2017,S
15,KALIMANTAN SELATAN,5.570000000000007,2.719999999999999,-11.099999999999998,-5.25,0.2700000000000031,-10.300000000000004,-1.1000000000000014,2016-2017,S
16,KALIMANTAN TIMUR,6.920000000000002,10.049999999999997,0.10000000000000142,11.310000000000002,7.630000000000003,-3.3900000000000006,7.089999999999996,2016-2017,S
17,SULAWESI UTARA,1.9500000000000028,2.960000000000001,-13.869999999999997,-9.800000000000004,-1.480000000000004,-11.689999999999998,-3.950000000000003,2016-2017,S
18,SULAWESI TENGAH,2.780000000000001,4.969999999999999,-3.41,-1.490000000000002,9.799999999999997,-5.640000000000001,1.5900000000000034,2016-2017,S
19,SULAWESI SELATAN,-0.0799999999999983,2.8999999999999986,-21.58,-14.439999999999998,-1.1599999999999966,-11.549999999999997,-6.899999999999999,2016-2017,S
20,SULAWESI TENGGARA,2.719999999999999,12.660000000000004,9.800000000000004,-3.259999999999998,9.11,1.9699999999999989,5.420000000000002,2016-2017,S
21,MALUKU,-6.719999999999999,7.1200000000000045,0.46000000000000085,-6.920000000000002,5.130000000000003,0.769999999999996,1.1400000000000006,2016-2017,S
22,BALI,3.9000000000000057,6.25,-9.43,-16.809999999999995,-4.420000000000002,-10.959999999999994,-3.0,2016-2017,S
23,NUSA TENGGARA BARAT,-0.30000000000000426,1.4299999999999997,-5.43,-1.4499999999999957,8.64,-2.6499999999999986,1.1899999999999977,2016-2017,S
24,NUSA TENGGARA TIMUR,2.1899999999999977,5.299999999999997,0.9100000000000001,7.719999999999999,5.190000000000005,3.009999999999998,5.309999999999995,2016-2017,S
25,PAPUA,-3.9399999999999977,4.009999999999998,-0.4399999999999977,4.540000000000003,4.3700000000000045,-0.39000000000000057,2.4399999999999977,2016-2017,S
26,BENGKULU,2.3700000000000045,-2.759999999999998,-0.7000000000000028,1.9799999999999969,4.510000000000002,-2.75,2.0,2016-2017,S
27,MALUKU UTARA,-3.5,7.730000000000004,-0.030000000000001137,-8.600000000000001,-4.359999999999999,-2.0700000000000003,0.6599999999999966,2016-2017,S
28,BANGKA BELITUNG,6.470000000000006,-0.240000000000002,5.469999999999999,12.55,13.959999999999994,2.4200000000000017,7.650000000000006,2016-2017,S
29,GORONTALO,4.510000000000005,4.75,0.5499999999999972,13.5,13.149999999999999,-1.1499999999999986,4.609999999999999,2016-2017,S
30,BANTEN,2.789999999999992,-3.1500000000000057,-8.39,5.770000000000003,5.260000000000005,-8.21,-1.0700000000000003,2016-2017,S
31,KEPULAUAN RIAU,2.549999999999997,7.240000000000002,2.450000000000003,8.46,2.0,1.490000000000002,6.039999999999999,2016-2017,S
32,SULAWESI BARAT,0.23000000000000398,2.6000000000000014,-2.4400000000000013,9.68,17.07,-5.670000000000002,0.14000000000000057,2016-2017,S
33,PAPUA BARAT,-6.590000000000003,3.6599999999999966,-9.769999999999996,-3.1899999999999977,-0.21000000000000085,-6.309999999999995,-4.019999999999996,2016-2017,S
34,KALIMANTAN UTARA,3.719999999999999,-0.1599999999999966,-0.5299999999999976,7.569999999999997,6.8799999999999955,-0.25,4.420000000000002,2016-2017,S
1,DKI JAKARTA,4.710000000000008,6.349999999999994,-8.219999999999999,-6.630000000000003,-2.3599999999999994,-4.369999999999997,0.05999999999999517,2016-2018,S
2,JAWA BARAT,0.09999999999999432,0.21999999999999886,-20.58,-9.519999999999996,-6.149999999999999,-11.0,-6.710000000000001,2016-2018,S
3,JAWA TENGAH,1.8500000000000085,0.730000000000004,-11.5,-3.530000000000001,2.9499999999999957,-7.439999999999998,-1.509999999999998,2016-2018,S
4,DI YOGYAKARTA,2.8400000000000034,9.440000000000005,-3.3700000000000045,2.769999999999996,5.460000000000001,1.9400000000000048,5.839999999999996,2016-2018,S
5,JAWA TIMUR,1.0400000000000063,-5.3700000000000045,-18.630000000000003,-9.200000000000003,-3.509999999999998,-11.93,-6.729999999999997,2016-2018,S
6,ACEH,-0.5399999999999991,-11.780000000000001,-21.319999999999997,-17.54,-3.719999999999999,-15.829999999999998,-11.11,2016-2018,S
7,SUMATERA UTARA,-10.079999999999991,-17.800000000000004,-30.490000000000002,-31.04,-28.08,-27.490000000000002,-24.209999999999994,2016-2018,S
8,SUMATERA BARAT,3.490000000000002,-1.1799999999999997,-17.659999999999997,-21.21,-10.659999999999997,-6.530000000000001,-7.480000000000004,2016-2018,S
9,RIAU,-0.09999999999999432,-0.0899999999999963,-10.899999999999999,-4.089999999999996,-2.3899999999999935,-7.6299999999999955,-3.5600000000000023,2016-2018,S
10,JAMBI,0.5899999999999963,2.0,-8.600000000000001,2.8500000000000014,13.229999999999997,-6.039999999999999,0.36999999999999744,2016-2018,S
11,SUMATERA SELATAN,-1.5799999999999983,-3.9399999999999977,-15.52,-6.840000000000003,8.130000000000003,-7.520000000000003,-4.310000000000002,2016-2018,S
12,LAMPUNG,0.7899999999999991,-5.509999999999998,-17.470000000000002,-13.21,-1.1400000000000006,-13.490000000000002,-6.839999999999996,2016-2018,S
13,KALIMANTAN BARAT,0.5099999999999909,-2.0899999999999963,-13.259999999999998,-8.099999999999994,-3.1300000000000026,-9.009999999999998,-4.950000000000003,2016-2018,S
14,KALIMANTAN TENGAH,1.7399999999999949,-0.5600000000000023,-5.890000000000001,4.360000000000003,4.039999999999999,-1.4899999999999949,2.3800000000000026,2016-2018,S
15,KALIMANTAN SELATAN,5.560000000000002,7.039999999999999,-10.649999999999999,-6.609999999999999,3.1700000000000017,-5.030000000000001,0.990000000000002,2016-2018,S
16,KALIMANTAN TIMUR,4.910000000000011,8.029999999999994,-4.600000000000001,4.079999999999998,6.720000000000006,-2.8000000000000043,4.689999999999998,2016-2018,S
17,SULAWESI UTARA,2.1899999999999977,-1.0700000000000003,-18.83,-11.870000000000005,0.7100000000000009,-10.11,-5.910000000000004,2016-2018,S
18,SULAWESI TENGAH,2.780000000000001,1.2199999999999989,-4.48,-5.799999999999997,11.589999999999996,-1.5500000000000043,1.0600000000000023,2016-2018,S
19,SULAWESI SELATAN,0.5,-6.090000000000003,-30.779999999999998,-17.14,-2.25,-18.33,-12.799999999999997,2016-2018,S
20,SULAWESI TENGGARA,1.1300000000000026,-6.68,-10.269999999999996,-20.880000000000003,-0.8200000000000003,-10.43,-8.04,2016-2018,S
21,MALUKU,-1.4499999999999957,6.180000000000007,-1.0600000000000023,-4.469999999999999,9.54,0.6699999999999946,2.010000000000005,2016-2018,S
22,BALI,2.9099999999999966,2.990000000000002,-14.440000000000005,-17.139999999999993,-7.75,-6.149999999999999,-4.520000000000003,2016-2018,S
23,NUSA TENGGARA BARAT,0.9600000000000009,-0.46000000000000085,-8.559999999999999,-2.779999999999994,12.07,-0.9699999999999989,0.6599999999999966,2016-2018,S
24,NUSA TENGGARA TIMUR,4.8799999999999955,8.340000000000003,1.4200000000000017,7.609999999999999,10.450000000000003,3.059999999999995,7.07,2016-2018,S
25,PAPUA,-1.9399999999999977,2.6099999999999994,-3.41,3.6900000000000013,5.690000000000005,-2.8200000000000003,1.4200000000000017,2016-2018,S
26,BENGKULU,0.6099999999999994,2.8700000000000045,-0.75,5.019999999999996,10.859999999999996,0.8200000000000003,3.8999999999999986,2016-2018,S
27,MALUKU UTARA,-2.539999999999999,3.5600000000000023,-5.68,-4.790000000000006,-4.829999999999998,-6.799999999999997,-2.6000000000000014,2016-2018,S
28,BANGKA BELITUNG,2.1499999999999986,3.9499999999999957,0.17999999999999972,9.280000000000005,11.369999999999997,3.519999999999996,6.1100000000000065,2016-2018,S
29,GORONTALO,0.38000000000000256,2.759999999999998,-5.360000000000003,0.0799999999999983,1.6799999999999997,-1.6000000000000014,0.8400000000000034,2016-2018,S
30,BANTEN,0.4200000000000017,0.04999999999999716,-10.299999999999997,3.9399999999999977,5.480000000000004,-6.8600000000000065,-1.1499999999999986,2016-2018,S
31,KEPULAUAN RIAU,2.219999999999999,6.470000000000006,0.5300000000000011,6.810000000000002,6.530000000000001,2.280000000000001,5.520000000000003,2016-2018,S
32,SULAWESI BARAT,0.8900000000000006,-0.490000000000002,-3.240000000000002,2.3599999999999994,11.240000000000002,-1.6899999999999977,0.2600000000000051,2016-2018,S
33,PAPUA BARAT,-5.660000000000004,-2.539999999999999,-15.519999999999996,-12.800000000000004,-7.990000000000002,-12.549999999999997,-8.530000000000001,2016-2018,S
34,KALIMANTAN UTARA,2.009999999999998,0.6899999999999977,-4.809999999999999,4.629999999999999,5.229999999999997,4.07,3.730000000000004,2016-2018,S
1,DKI JAKARTA,7.189999999999998,9.090000000000003,-6.329999999999998,-1.1600000000000037,-1.3299999999999983,-2.6300000000000026,2.509999999999998,2016-2019,S
2,JAWA BARAT,2.3700000000000045,2.229999999999997,-16.0,-6.859999999999999,-5.039999999999999,-7.280000000000001,-3.700000000000003,2016-2019,S
3,JAWA TENGAH,4.5800000000000125,1.2000000000000028,-8.110000000000007,-0.3200000000000003,4.280000000000001,-5.340000000000003,0.7000000000000028,2016-2019,S
4,DI YOGYAKARTA,6.200000000000003,9.670000000000002,-0.060000000000002274,8.11,6.309999999999995,4.520000000000003,8.310000000000002,2016-2019,S
5,JAWA TIMUR,2.0900000000000034,-5.390000000000001,-15.810000000000002,-6.619999999999997,-3.1700000000000017,-10.670000000000002,-5.419999999999995,2016-2019,S
6,ACEH,-0.09000000000000341,-8.549999999999997,-15.849999999999998,-15.080000000000005,-1.019999999999996,-10.439999999999998,-7.609999999999999,2016-2019,S
7,SUMATERA UTARA,-10.099999999999994,-16.85000000000001,-27.260000000000005,-29.54,-28.61,-25.090000000000003,-22.709999999999994,2016-2019,S
8,SUMATERA BARAT,5.250000000000007,0.7399999999999949,-14.529999999999994,-19.29,-10.559999999999995,-3.4299999999999997,-5.140000000000001,2016-2019,S
9,RIAU,0.7600000000000051,-1.009999999999998,-11.059999999999995,-5.219999999999999,-4.829999999999998,-7.339999999999996,-3.719999999999999,2016-2019,S
10,JAMBI,4.240000000000002,6.229999999999997,-2.530000000000001,5.460000000000001,4.549999999999997,0.4899999999999949,4.869999999999997,2016-2019,S
11,SUMATERA SELATAN,-0.14999999999999858,-2.4100000000000037,-11.759999999999998,-5.25,7.490000000000002,-3.770000000000003,-1.9200000000000017,2016-2019,S
12,LAMPUNG,3.6299999999999955,-3.509999999999998,-12.93,-9.29,1.740000000000002,-9.300000000000004,-3.469999999999999,2016-2019,S
13,KALIMANTAN BARAT,3.1199999999999903,-0.4399999999999977,-9.660000000000004,-6.659999999999997,-2.510000000000005,-4.219999999999999,-2.1300000000000026,2016-2019,S
14,KALIMANTAN TENGAH,4.469999999999992,2.229999999999997,-1.1999999999999957,8.739999999999998,6.75,4.010000000000005,6.200000000000003,2016-2019,S
15,KALIMANTAN SELATAN,8.969999999999999,4.32,-7.689999999999998,-4.149999999999999,2.8000000000000043,0.7299999999999969,2.9200000000000017,2016-2019,S
16,KALIMANTAN TIMUR,8.14,5.43,-4.689999999999998,10.600000000000001,7.560000000000002,1.2800000000000011,5.770000000000003,2016-2019,S
17,SULAWESI UTARA,2.9100000000000037,-1.75,-14.39,-10.380000000000003,-4.359999999999999,-4.730000000000004,-3.8999999999999986,2016-2019,S
18,SULAWESI TENGAH,3.6700000000000017,0.3999999999999986,-1.4600000000000009,-1.5200000000000031,12.389999999999993,1.4699999999999989,2.6000000000000014,2016-2019,S
19,SULAWESI SELATAN,0.2600000000000051,-5.719999999999999,-26.240000000000002,-14.549999999999997,-2.1999999999999957,-13.93,-10.659999999999997,2016-2019,S
20,SULAWESI TENGGARA,-2.1000000000000014,-9.409999999999997,-16.38,-26.28,-14.310000000000002,-12.25,-12.0,2016-2019,S
21,MALUKU,-10.079999999999998,-5.5,-14.090000000000003,-10.280000000000001,-12.64,-5.940000000000005,-8.519999999999996,2016-2019,S
22,BALI,6.230000000000004,-0.4299999999999997,-15.280000000000001,-16.08,-10.57,-9.329999999999998,-5.32,2016-2019,S
23,NUSA TENGGARA BARAT,1.2899999999999991,2.1999999999999957,-3.389999999999997,1.0100000000000051,10.829999999999998,4.880000000000003,3.8999999999999986,2016-2019,S
24,NUSA TENGGARA TIMUR,5.07,6.43,2.799999999999997,7.68,8.030000000000001,7.229999999999997,7.57,2016-2019,S
